Aeg;Mis koolis laps käib?;Mis on lapse sugu? ;Mitmendas klassis laps õpib?;Kui pikk on lapse koolitee?;Kui tihti sõidetakse autoga kooli?;Kui tihti sõidab ühistranspordiga kooli?;Kui tihti läheb jalgsi kooli?;Kui tihti sõidab jalgrattaga kooli?;Kui tihti läheb motoriseeritud kaherattalisega kooli?;Kui tihti sõidab ise kooli?;Miks just see vahend kooli minekuks?;Kui tihti tuleb autoga koolist?;Kui tihti viiakse autoga kuni ühistranspordi peatuseni?;Kui tihti tuleb ühistranspordiga koolist?;Kui tihti jalgsi koolist?;Kui tihti tuleb jalgrattaga koolist?;Kui tihti tuleb motoriseeritud kaherattalisega koolist?;Kui tihti sõidab ise koolist?;Miks just see vahend koolist tulemiseks?;Kas kasutate lapse kooli viimiseks või koolist toomiseks autot?;Kui turvaliseks hindate kooliteed viies last kooli autoga?;Milliseid ohte oskate välja tuua?;Kui palju aega kulub teil tavaliselt autoga lapse kooli viimiseks / koolist koju toomiseks;Mis põhjustel last autoga kooli viiakse?;Kui oluliseks peate koolitee valikul mõju lapse tervisele?;Kui oluliseks peate koolitee valikul mõju keskkonnale?;Kas ja mis teie elus muutuks kui teie laps iseseisvalt rohkem koolis käiks;Kui palju aega kulub lapsel tavaliselt iseseisvalt kooli minemiseks / koolist koju tulemiseks?;Kas ja mis tingimustel sa oleks laps valmis/nõus rohkem iseseisvalt koolis käima?;Kui heaks hindad lapse liikluskäitumist?;Kui palju keskmiselt liigub laps (õues / trennid jms) igapäevaselt?;Kui turvaliseks hindad lapse kooliteed kui läheb kooli iseseisvalt (jalgsi jalgrattaga ühistranspordiga vms)?;Kas kooliteel esineb järgnevaid ohte? Märgi kõik ohud;Kui palju tekitab teile muret lapse turvalisuse osas see et laps iseseisvalt liigeldes liigselt nutitelefoni kasutab?;Milliseid ohtlikke liiklussituatsioone olete kooli ümbruses tähele pannud?;Milline on teie enda liikluskäitumine kooli ümbruses?;Kas teie hinnangul saaks kool midagi kooli ümbruse ohutustamiseks teha?;Kas teie hinnangul saate ka ise midagi kooli ümbruse ohutustamiseks teha?;Milliseid muid lahendusi pakute välja selleks et kooli ümbrust ohutumaks muuta?
11/22/2019 14:15:46;Tallinna Järveotsa Gümnaasium;Naine;1.-3.;5-10 km;2;4;1;1;1;1;Laps saab liikuda ja ärkab korralikult ülesse;2;1;4;1;1;1;1;Vanemad tavaliselt tööl;Viin autoga kooli (isegi kui vahel harva);3;Liiklus;11-20 minutit;Viime halva ilma korral, Sest laste kool jääb lapsevanema töö marsruudile (või enamvähem), Kui oleme hiljaks jäämas, Kui lapsed on hommikul väga väsinud;5;5;Midagi, ta käib iseseisvalt väga palju;21-30 minutit;Ta ongi;4;rohkem kui 60 minutit;3;Reguleerimata ülekäigurajad, Halvasti valgustatud tänavad, Pööret lõpetavad juhid ei anna lastele teed, Suurem oht langeda kuriteo ohvriks, Sõidukijuhid sõidavad tihti punase fooritulega ristmikule, mida lapsed peavad ületama, Ülekäigurajal on parkivate sõidukite tõttu nähtavus piiratud, Paljud täiskasvanud näitavad oma liikluskäitumisega lastele halba eeskuju, Lubatud sõidukiirust ületavad juhid;2;Liigne kiirus, kitsad tänavad kuna autod pargivad, valgusfoorita ülekäigurada;Koolihoovi kui koosolek vms, koolist kaugemale, kui viin last kooli;Seal on palju ruumi, võiks parklaid kooli ümbruses üldisemalt suurendada. Kui lapsed tulevad bussiga, siis seal võiks olla valgusfooriga ülekäik;Mitte sõita sutoga;
11/22/2019 14:16:32;Tallinna Järveotsa Gümnaasium;Naine;7.-9.;5-10 km;5;2;1;1;1;1;Hommikul on kohutav liiklus Rannamõisa teel ja seal lähiümbruses + pimedad tänavad. On turvalisem ja kiireim viis ise viia.;2;1;5;1;1;1;1;Sest siis on tavaliselt väljas valge ja teed turvalisemad, nähtavus parem ja närvilised täiskasvanud autoroolist tööl veel. Ise samuti veel tööl kui lapsel koolipäev läbi saab.;Viin autoga kooli (isegi kui vahel harva);4;Kooli ümbrus on kahtlane, sest asub magala piirkonnas ja kuna pood on ka lähedal, siis liigub ikka veider kahtlane seltskond seal. Purjus tülitavad inimesed, eluheidikud ja mitte eesti keelt kõnelevad kibestunud pensionärid.;5-10 minutit;Sest laste kool jääb lapsevanema töö marsruudile (või enamvähem), Sest nii on ohutum;3;3;Ei muutuks midagi.;31-45 minutit;Kui kool hakkaks hiljem ja oleks korralik ning valgustatud tee bussipeatuseni.;5;rohkem kui 60 minutit;3;Reguleerimata ülekäigurajad, Halvasti valgustatud tänavad, Pööret lõpetavad juhid ei anna lastele teed, Suurem oht langeda kuriteo ohvriks, Sõidukijuhid sõidavad tihti punase fooritulega ristmikule, mida lapsed peavad ületama, Ülekäigurajal on parkivate sõidukite tõttu nähtavus piiratud, Paljud täiskasvanud näitavad oma liikluskäitumisega lastele halba eeskuju, Lubatud sõidukiirust ületavad juhid;5;Sõidetakse ilge hooga üle käigurajale, lapse tilgub nii palju üle parkla ükshaaval, et tagurdades ei näe neid tihti, samamoodi ka ülbed pensionärid.;Tavaliselt pargin auto kooli lähedale keskuse parklasse.;Hetkel ei oska öelda - oleme kohandanud kõik enda tegemised, et oleks turvalisem. ;Olen palunud lapsel liigelda ainult kõnniteedel ja olla väga tähelepanelik kui poodi läheb, et ei tormaks läbi parkimisala.;
11/22/2019 14:21:18;Tallinna Järveotsa Gümnaasium;Naine;7.-9.;5-10 km;2;4;1;1;1;1;Lapsele meeldib;1;1;4;1;1;1;1;Lapsele meeldib ise minna;Viin autoga kooli (isegi kui vahel harva);4;Liikluskultuur on olematu;11-20 minutit;Kui lapsed on hommikul väga väsinud, Sest nii on ohutum;5;4;Kütust kuluks vähem;21-30 minutit;Ohutum teeületus üle paldiski mnt;4;rohkem kui 60 minutit;1;Halvasti valgustatud tänavad, Pööret lõpetavad juhid ei anna lastele teed, Sõidukijuhid sõidavad tihti punase fooritulega ristmikule, mida lapsed peavad ületama, Ülekäigurajal on parkivate sõidukite tõttu nähtavus piiratud, Paljud täiskasvanud näitavad oma liikluskäitumisega lastele halba eeskuju, Lubatud sõidukiirust ületavad juhid;1;Juhid ületavad sõidukiirust ja rikuvad liiklureegleid;Pargin koolist eemale;Keelata sissesõit kooli territooriumile;Ei ;
11/22/2019 14:30:01;Tallinna Järveotsa Gümnaasium;Mees;1.-3.;1-5 km;5;1;1;1;1;1;Jääb liikumistrajektoorile;5;1;1;1;1;1;1;Tegemist 1.klassi õpilasega, veel ei lase üksinda liigelda.;Viin autoga kooli (isegi kui vahel harva);4;Lähedal asuvas parklas olen näinud süstalt  koos nõelaga vedelemas. Loodetavasti selgitustöö lapsele, selliste asjade mitte puutumisest on arusaadav.;5-10 minutit;Sest laste kool jääb lapsevanema töö marsruudile (või enamvähem);5;4;"Hommikuti peaks laps kodust 20 minutit varem lahkuma, et jôuda ühistranspordile.
Koolist koju hakkab lähiajal iseseisvalt, ühistranspordiga liikuma.";21-30 minutit;Kui on rohkem koolis käimisega harjunud;4;46-60 minutit;4;Reguleerimata ülekäigurajad, Pööret lõpetavad juhid ei anna lastele teed;5;Ei ole märganud;Õhtul trenni järele minnes kooli parklasse, hommikuti lähedal asuvasse parklasse ja sealt jalgsi mööda kergliiklusteed koolini;Ei;Selgitada ja suunata lapse enda tähelepanelikkust ja liikkuskäitumist;
11/22/2019 14:57:55;Tallinna Järveotsa Gümnaasium;Naine;1.-3.;Kuni 1 km;4;2;2;1;1;1;Sõidan ise tööle ja viin last kooli;1;1;4;2;2;1;1;Ei ole võimalust last koju viia;Viin autoga kooli (isegi kui vahel harva);1;Kitsad teed kus samaaegselt sõidavad autod ja käivad lapsed;5-10 minutit;Sest laste kool jääb lapsevanema töö marsruudile (või enamvähem);4;4;Mitte midagi;5-10 minutit;Selleks ma pean autot maha müüma;5;46-60 minutit;1;Reguleerimata ülekäigurajad, Pööret lõpetavad juhid ei anna lastele teed, Ülekäigurajal on parkivate sõidukite tõttu nähtavus piiratud, Paljud täiskasvanud näitavad oma liikluskäitumisega lastele halba eeskuju, Lubatud sõidukiirust ületavad juhid;5;Juhid ei lase teed lastele;Käin autoga, sõidan väga aeglaselt kooli ümbruses, pargin parkimisreas, kunagi ei sõida keeluva märgi alla;Jalakäija teed võiks teha;Ei oska öelda;Politsei patrul võiks tihedamini seista kooli juures hommikuti
11/22/2019 15:04:02;Tallinna Järveotsa Gümnaasium;Naine;7.-9.;Üle 10 km;2;5;1;1;1;1;Muud võimalust pole.;2;1;5;1;1;1;1;See ainuke viis.;Viin autoga kooli (isegi kui vahel harva), Toon autoga koolist (isegi kui vahel harva);4;Kunagui ei tea mis võib juhtuda.;11-20 minutit;Kui jääb bussist maha;3;3;Käibki ise ;46-60 minutit;Käib iseseisvalt;3;21-30 minutit;3;Reguleerimata ülekäigurajad, Halvasti valgustatud tänavad;2;Midagi ;Ei käi väga koolis ;;;
11/22/2019 15:31:58;Tallinna Järveotsa Gümnaasium;Mees;1.-3.;1-5 km;5;1;1;1;1;1;elame linnast väljas;5;1;1;1;1;1;1;;Viin autoga kooli (isegi kui vahel harva), Toon autoga koolist (isegi kui vahel harva);4;hoolimatud autojuhid;5-10 minutit;Sest laste kool jääb lapsevanema töö marsruudile (või enamvähem);4;4;oleks aega iseendale;31-45 minutit;valgete ilmadega;5;rohkem kui 60 minutit;4;Reguleerimata ülekäigurajad, Paljud täiskasvanud näitavad oma liikluskäitumisega lastele halba eeskuju, Lubatud sõidukiirust ületavad juhid;5;kiirust ületavad juhi;Pargin koolist eemale;Ei;olla ise tähelepanelikum;"hoolivust peaks rohkem olema
"
11/22/2019 15:35:15;Tallinna Järveotsa Gümnaasium;Naine;1.-3.;1-5 km;2;4;1;1;1;1;Laps saab iseaeisvalt ühistranspordiga liigeldud. Erandkorras sõidutame autoga.;2;1;4;1;1;1;1;Koolitee pikkust arvestades on jalgsi liialt pikk maa. Jalgrattaga pole piisavalt ohutu Tallinnas lapsel liigelda.;Viin autoga kooli (isegi kui vahel harva), Toon autoga koolist (isegi kui vahel harva);4;Teised eeskirju eiravad autojuhid;5-10 minutit;Viime halva ilma korral, Kui oleme hiljaks jäämas, Kui lapsed on hommikul väga väsinud;4;5;Annaks juurde aega teiste tegevuste jaoks;21-30 minutit;Kui ilm oleks alati hea ja bussiajad sobituksid paremini päevakavva;3;31-45 minutit;3;Reguleerimata ülekäigurajad, Halvasti valgustatud tänavad, Pööret lõpetavad juhid ei anna lastele teed, Väikesed ohutussaared suure liiklusega teel, Suurem oht langeda kuriteo ohvriks, Sõidukijuhid sõidavad tihti punase fooritulega ristmikule, mida lapsed peavad ületama, Ülekäigurajal on parkivate sõidukite tõttu nähtavus piiratud, Paljud täiskasvanud näitavad oma liikluskäitumisega lastele halba eeskuju, Lubatud sõidukiirust ületavad juhid;5;Punase tulega üle sebra sõitvad autojuhid;Pargin koolist eemale;Kergliiklusteed ja valgustus paremaks;Olla teistega arvestav;Inimeste teadlikuse tõstmime
11/22/2019 15:44:12;Tallinna Järveotsa Gümnaasium;Mees;1.-3.;5-10 km;5;1;1;1;1;1;Hommikul tööle sõites viin ka lapse kooli ära, lisaks ei klapi bussiaeg kooli algusega (varasemaga jõuaks liiga vara ja hilisemaga jääks hiljaks);3;1;3;1;1;1;1;Koolist tulles peab laps ületama 6-realise Õismäe tee (Väike-Õismäe lõpp-peatus), kus puudub valgusfoor, kuna tegemist on suht ohtliku kohaga (tee äärde pargitud autodest väike laps üle ei näe, seega peab ta minema sõiduteele, et veenduda, kas eemalt tuleb auto või mitte), siis võimalusel tulen kooli vastu. Kui ka buss esimese reas peatub, siis bussi kõrvalt tulev auto ei pruugi seda teha (proovipäeval lapsega kodutee läbijalutades nii just juhtus) ja seda ohtu väike laps ei tunneta/näe. ;Viin autoga kooli (isegi kui vahel harva), Toon autoga koolist (isegi kui vahel harva);2;Tallinna Järveotsa kooli taga/kõrval puudub kõnnitee (mitte staadioni poolel). Väga paljud toovad oma lapsi just sealt kaudu kooli ja suurem osa eirab keelumärki, mis keelab koolimaja territooriumile sisse sõita. Nii ongi igal hommikul lapsed ja autod segamini (mõni hakkab üle tee jooksma, hommikuti on pime aeg, ime, et seal ei ole õnnetust juhtunud). Isegi, kui koolimaja territooriumile sisse ei sõidetaks, puudub seal lastele kõnnitee - vihamaga on jalad mudased ja talvel lumised.;11-20 minutit;Sest laste kool jääb lapsevanema töö marsruudile (või enamvähem), Sest nii on ohutum;5;5;Ei peaks ise nii vara kodunt lahkuma, ega töölt vahepeal ära käima;46-60 minutit;Bussiaegade muutmisel (laps saab koju nr 27 bussiga) ja sõidutee ohutumaks tegemisel.;3;rohkem kui 60 minutit;4;Reguleerimata ülekäigurajad, Pööret lõpetavad juhid ei anna lastele teed, Väikesed ohutussaared suure liiklusega teel, Suurem oht langeda kuriteo ohvriks, Sõidukijuhid sõidavad tihti punase fooritulega ristmikule, mida lapsed peavad ületama, Ülekäigurajal on parkivate sõidukite tõttu nähtavus piiratud, Lubatud sõidukiirust ületavad juhid, Kooli minnes bussiga ei pea laps teed ületama. Ainukeseks ohuks on ilma rihmata jalutavad koerad ja joobes inimesed. Koolist koju tulles on palju ohte.;5;Eelneval lehel juba selgitasin: autod, kes eiravad keelumärki ja kõnnitee puudumine.;Ei pargi, vaid peatun hommikul korraks, et laps välja lasta.;paljutki saaks...hommikuti võiks mingil ajal politsei seal korda reguleerida ning rajada tuleks kõnnitee (praegu liiguvad paljud lapsed kooli sõiduteed pidi või mööda mudateed).;;
11/22/2019 16:00:33;Tallinna Järveotsa Gümnaasium;Mees;10.-12.;Üle 10 km;5;1;1;1;1;1;hetkel ainus viis;3;1;3;1;1;1;1;pole võimalik alati autoga last koju viia;Viin autoga kooli (isegi kui vahel harva), Toon autoga koolist (isegi kui vahel harva);4;kooli juures on suuremat sorti kulgemine e. mitte korrektne liiklus;31-45 minutit;Viime, selleks, et see aitab meil oma (lapsevanema) päeva rutiini hoida, Sest nii on ohutum;1;3;muretsen rohkem lapse ohutuse pärast;rohkem kui 60 minutit;kui ma talle auto annaksin kasutada;4;21-30 minutit;2;Reguleerimata ülekäigurajad, Pööret lõpetavad juhid ei anna lastele teed, Suurem oht langeda kuriteo ohvriks, Ülekäigurajal on parkivate sõidukite tõttu nähtavus piiratud, Paljud täiskasvanud näitavad oma liikluskäitumisega lastele halba eeskuju, Lubatud sõidukiirust ületavad juhid;5;autojuhtide üksteise mitte mõistmine kitsastes magalarajoonides liiklemisel;ei pargi ja arvestan kaasliiklejatega ning liiiklus keskkonnaga;ei. seda saaks linnaosavalitsus teha - ühesuunalise liikluse korraldamine;jah, arvestada olukorraga;ohutussaared, valgustus ja liiklussuuna reguleerimine
11/22/2019 16:28:25;Tallinna Järveotsa Gümnaasium;Mees;1.-3.;1-5 km;4;2;1;1;1;1;Siis tean et laps jôuab õigeaegselt kooli;4;1;2;1;1;1;1;;Viin autoga kooli (isegi kui vahel harva);4;No kui teine auto või ma ise peaksin avarii tegema.;alla 5 minuti;Sest laste kool jääb lapsevanema töö marsruudile (või enamvähem);4;3;Laps saaks vôtta rohkem vastutust;11-20 minutit;Siis kui teda bussini saadaks ;4;31-45 minutit;4;Reguleerimata ülekäigurajad, Ülekäigurajal on parkivate sõidukite tõttu nähtavus piiratud;5;Lapsed jooksevad teele, veendumata ohutuses;Toidupoe parklasse. Sealt saab laps jalutada kooli mőőda jalakäijate teed;;;
11/22/2019 16:29:56;Tallinna Järveotsa Gümnaasium;Mees;1.-3.;1-5 km;3;1;3;1;1;1;Nii on meile mugavam;3;1;1;3;1;1;1;Nii on meile mugav;Viin autoga kooli (isegi kui vahel harva), Toon autoga koolist (isegi kui vahel harva);5;;11-20 minutit;Viime halva ilma korral, Sest laste kool jääb lapsevanema töö marsruudile (või enamvähem), Kui oleme hiljaks jäämas;3;3;Midagi;31-45 minutit;Ei tea;3;46-60 minutit;3;Reguleerimata ülekäigurajad, Pööret lõpetavad juhid ei anna lastele teed;5;Ei ole;Pargin koolist eemale;;;
11/22/2019 16:37:11;Tallinna Järveotsa Gümnaasium;Naine;1.-3.;Kuni 1 km;2;4;1;2;1;1;Bussiga jõuab kiiremini kui jala, autoga ei saa viia, kuna kellaajaliselt ei sobi kokku;2;1;4;2;2;1;1;;Ei kasuta lapse transportimiseks autot;5;;alla 5 minuti;Kui lapsed paluvad;5;3;Käib ise koolis 90% ajast;11-20 minutit;Käib iseseisvalt väga palju;5;31-45 minutit;4;Reguleerimata ülekäigurajad, Pööret lõpetavad juhid ei anna lastele teed, Ülekäigurajal on parkivate sõidukite tõttu nähtavus piiratud;5;Vahest autod ei lase lapsi üle tee;Ei tule kooli juurde kohe;;;
11/22/2019 16:39:48;Tallinna Järveotsa Gümnaasium;Naine;1.-3.;5-10 km;4;2;1;1;1;1;Kuna kool jääb samasse kanti kus mehe töökoht, viib mees lapse autoga kooli;1;1;5;1;1;1;1;Koju tuleb ise bussiga;Viin autoga kooli (isegi kui vahel harva);4;Alati võib juhtuda õnnetus kellegi teise süü tõttu;5-10 minutit;Sest laste kool jääb lapsevanema töö marsruudile (või enamvähem);3;4;Ei muutuks midagi, vajadusel käib laps ise bussiga kooli;21-30 minutit;Käib ise hea meelega;3;31-45 minutit;4;Halvasti valgustatud tänavad, Paljud täiskasvanud näitavad oma liikluskäitumisega lastele halba eeskuju, Lubatud sõidukiirust ületavad juhid;5;ei ole märganud;pargime selleks ettenähtud kohta, kooli juurde autoga sõita ei tohi;;;
11/22/2019 16:42:32;Tallinna Järveotsa Gümnaasium;Mees;7.-9.;1-5 km;1;4;3;1;1;1;Autoga viime ainult äärmisel vajadusel;1;1;4;3;1;1;1;;Ei kasuta lapse transportimiseks autot;5;Ma vastasin et ei vii autoga, see küsimus ei ole relevantne;5-10 minutit;Kui oleme hiljaks jäämas;1;1;Käibki 99% iseseisvalt, teie küsitlus on vigane ja ei arvesta eelnevaid vastuseid;11-20 minutit;Tee kooli võiks olla turvalisem, on ainult 1 ülekäigurada ja seegi reguleerimata;5;rohkem kui 60 minutit;1;Reguleerimata ülekäigurajad, Halvasti valgustatud tänavad, Pööret lõpetavad juhid ei anna lastele teed, Lubatud sõidukiirust ületavad juhid;1;Autojuhid kiirustavad, ei arvesta inimese liikumiskiirusega;Poe parklasse;;;
11/22/2019 17:02:53;Tallinna Järveotsa Gümnaasium;Mees;1.-3.;1-5 km;4;2;1;1;1;1;Esimene klass ja tundub hetkel kõige turvalisem;1;1;5;1;1;1;1;Päev lõppeb varem kui tööpäev ja laps peab ise tulema koju. Jala tulemiseks liiga pikk tee;Viin autoga kooli (isegi kui vahel harva);5;;5-10 minutit;Sest nii on ohutum;3;3;Jõuaks ise tööle ehk 10 min varem;11-20 minutit;Ta on nõus ise kooli minema ühistranspordiga. Hetkel viime kooli,kuna soovime ise seda;4;46-60 minutit;3;Reguleerimata ülekäigurajad, Ülekäigurajal on parkivate sõidukite tõttu nähtavus piiratud, Paljud täiskasvanud näitavad oma liikluskäitumisega lastele halba eeskuju;2;Ei ole näinud;Autoga , Kollase Keskuse parkla. Seal väiksem liiklus,kui kooli juures;;;
11/22/2019 17:11:05;Tallinna Järveotsa Gümnaasium;Mees;1.-3.;Kuni 1 km;2;1;4;2;1;1;kool on lähedal;2;1;1;4;2;1;1;;Viin autoga kooli (isegi kui vahel harva);5;;5-10 minutit;Sest laste kool jääb lapsevanema töö marsruudile (või enamvähem);3;4;mitte midagi;5-10 minutit;on nagunii nõus;5;rohkem kui 60 minutit;3;Reguleerimata ülekäigurajad, Ülekäigurajal on parkivate sõidukite tõttu nähtavus piiratud;3;Tihe liiklus;Kaupluse parkla, rohkem ruumi;Kooli ümbruses võiks olla videovalve;Ei sõida autoga kooli juurde. ;Kooli lähiümbrus võiks olla autovaba. Kooli läheduses peaks olema eraldi sisse- ja väljasõiduga korraldatud parkimisala.
11/22/2019 17:47:34;Tallinna Järveotsa Gümnaasium;Naine;1.-3.;Üle 10 km;2;4;1;1;1;1;Enndal pole autojuhilube, saadan lapse kooli ise bussiga.;2;1;4;1;1;1;1;;Ei kasuta lapse transportimiseks autot;5;;31-45 minutit;Kui oleme hiljaks jäämas;3;3;ei oska vastata;31-45 minutit;päeval tuleb bussiga üksi koju;5;46-60 minutit;2;Halvasti valgustatud tänavad, Suurem oht langeda kuriteo ohvriks, Lubatud sõidukiirust ületavad juhid;3;ei olegi;Ei sõida autoga;;;
11/22/2019 18:24:17;Tallinna Järveotsa Gümnaasium;Mees;7.-9.;5-10 km;5;1;1;1;1;1;Kool jääb tee peale ja algab enam-vähem samal ajal kui tööpäev;2;1;4;1;1;1;1;Kojutulek on tööpäeva keskel, bussiga saab kooli juurest otse kodu juurde;Viin autoga kooli (isegi kui vahel harva), Toon autoga koolist (isegi kui vahel harva);5;;11-20 minutit;Viime halva ilma korral, Sest laste kool jääb lapsevanema töö marsruudile (või enamvähem);3;3;Muutuks lapse elus- peaks hommikul varem kodust lahkuma, buss on täis ja väljas on pime, mis teeks koolitee ohtlikumaks. ;31-45 minutit;Ei oska öelda;4;rohkem kui 60 minutit;3;Reguleerimata ülekäigurajad, Halvasti valgustatud tänavad, Pööret lõpetavad juhid ei anna lastele teed, Lubatud sõidukiirust ületavad juhid;5;Kõnnitee puudumine ja autodevool hommikul koolihoovi ja sealt välja. Lapse kukkumine libedaga auto kõrval samal teel. ;Hommikul pargime koolist kaugemal majadevahelisel tänaval;Sissesõiduteele nt kõnnitee;Mitte kiirustada ja tekitada ummikuid;
11/22/2019 19:27:29;Tallinna Järveotsa Gümnaasium;Mees;10.-12.;1-5 km;4;2;1;1;1;1;Isa läheb hommikuti samal ajal samas suunas tööle ja viib lapsed kooli. ;1;1;5;1;1;1;1;Ühistranspordipeatus on kooli lähedal ja buss peatub kodu ees. ;Viin autoga kooli (isegi kui vahel harva);3;Kooli territooriumi ees on keelumärk, mille ees isa peatub, et lapsed maha lasta, kuid paljud vanemad eiravad keelumärki ja sõidavad kooli territooriumile, manööverdavad kitsal teel ja kooliõuel, põhjustades laste jaoks ohtlikke olukordi. Kooli juhtkond on probleemist teadlik, kuid ei tee midagi olukorra parandamiseks. ;5-10 minutit;Sest laste kool jääb lapsevanema töö marsruudile (või enamvähem);1;1;Ei muutuks midagi. ;21-30 minutit;Kui isa keelduks hommikul kooli viimast. ;4;rohkem kui 60 minutit;3;Pööret lõpetavad juhid ei anna lastele teed, Lapsed peavad hommikul kooli jõudma närviliselt trügivate autode vahel, kuna paljud lapsevanemad sõidavad keelumärgi alt kooli territooriumile sisse. ;2;Vt mitut eelnevat vastust.;Isa peatub autoga keelumärgi ees, kuna seal on seda mugavam teha kui eemal ühistranspordi peatuses. ;Jah, oleks mitu võimalust. ;Ilmselt mitte, sest olen kooli juhtkonnaga pidanud sel teemal kirjavahetust ja sain vastuseks, et hoopis lapsed peaksid ettevaatlikumad olema. ;Võib-olla tuleks sinna politsei hommikuti trahvima kutsuda. 
11/22/2019 19:34:10;Tallinna Järveotsa Gümnaasium;Naine;4.-6.;1-5 km;4;2;1;1;1;1;Isa liigub hommikuti samal ajal samas suunas tööle ja viib lapsed kooli ära.;1;1;5;1;1;1;1;Ühistranspordipeatus on kooli lähedal ja buss peatub kodu ees.;Viin autoga kooli (isegi kui vahel harva);3;Kooli territooriumi ees on keelumärk, kuid paljud lapsevanemad eiravad seda ja sõidavad kooli territooriumile sisse, manööverdavad kitsal teel ja kooliõuel ning põhjustavad laste jaoks ohtlikke olukordi. ;5-10 minutit;Sest laste kool jääb lapsevanema töö marsruudile (või enamvähem);1;1;Mitte midagi. ;5-10 minutit;Kui isa keelduks viimast. ;4;rohkem kui 60 minutit;3;Pööret lõpetavad juhid ei anna lastele teed, Keelumärki eirates kooli territooriumile sõitvad juhid tekitavad hommikuti manööverdades laste jaoks ohtlikke olukordi. ;1;Vt eelmisi vastuseid;Isa peatub keelumärgi ees ja laseb lapsed maha, sest seal on see mugavam kui eemal ühistranspordipeatuses. ;Jah saaks mitmel viisil, kuid juhtkond ei tegele selle probleemiga. ;Ei ;Politsei kohale kutsuda. 
11/22/2019 19:46:35;Tallinna Järveotsa Gümnaasium;Mees;1.-3.;1-5 km;4;2;1;1;1;1;Isa liigub samal ajal samal suunas tööle ja viib lapsed kooli ära. ;1;1;5;1;1;1;1;Ühistranspordipeatus on kooli lähedal ja buss peatub kodu ees. ;Viin autoga kooli (isegi kui vahel harva);3;Paljud lapsevanemad sõidavad hommikuti keelumärki eirates kooli territooriumile sisse ja põhjustavad kitsal teel ja kooliõuel manööverdades laste jaoks ohtlikke olukordi. ;5-10 minutit;Sest laste kool jääb lapsevanema töö marsruudile (või enamvähem);1;1;Ei muutuks midagi. ;21-30 minutit;Kui isa keelduks viimast. ;4;rohkem kui 60 minutit;3;Pööret lõpetavad juhid ei anna lastele teed, Lapsed lähevad kooli närviliselt trügivate autode vahel, kuna paljud lapsevanemad sõidavad keelumärki eirates kooli territooriumile sisse. ;1;Vt mitut eelnevat vastust.;Isa peatub keelumärgi ees ja laseb seal lapsed maha, kuna seal on seda mugavam teha kui eemal ühistranspordipeatuses. ;Jah, oleks mitu varianti (tõkkepuu, kaamerate abil trahvimise süsteem, kutsuda hommikuti kohale politseipatrull vmt), kuid kooli juhtkond ei soovi probleemiga tegeleda. ;Ei ;Võib-olla tuleks endal politsei trahvima kutsuda. 
11/22/2019 20:28:49;Tallinna Järveotsa Gümnaasium;Mees;10.-12.;1-5 km;2;3;1;2;4;1;Pojal enda mootorrattas ja tema soovil aitame.;3;1;2;2;3;4;1;;Viin autoga kooli (isegi kui vahel harva), Toon autoga koolist (isegi kui vahel harva);5;;5-10 minutit;Viime halva ilma korral, Kui lapsed paluvad;5;3;Laps käib võimalikult palju iseseisvalt koolis, seega harva abistamine pole mure.;5-10 minutit;Lapsel enda distsipliin hoiab teda iseseisvalt koolis käimas.;5;rohkem kui 60 minutit;5;Halvasti valgustatud tänavad, Pööret lõpetavad juhid ei anna lastele teed, Paljud täiskasvanud näitavad oma liikluskäitumisega lastele halba eeskuju, Lubatud sõidukiirust ületavad juhid;1;Lapsel on mootorrattas ja muret toob, kui ei näidata suunatuld ja kõige ohtlikumaks peab kooli territooriumisse sissesõidul, kus asub prügikast, paljud juhid lõikavad nurka ja sõidavad otse väravast välja ja on olnud situatsioone, kui laps oma mootorrattaga napilt sõidab prügikasti ja auto vahelt läbi.;Laps sõidab mootorrattaga kooliterritooriumile koos parkimisloaga, sõites ettevaatlikult laste ümber.;Autode sissepääsu ja väljapääsu nurga paremini nähtavamaks teha, et teised juhid näeksid väravast välja enne pööret sooritamist.;Ei ;
11/22/2019 21:29:16;Tallinna Järveotsa Gümnaasium;Mees;1.-3.;1-5 km;4;2;1;3;1;1;Kõige kiirem;1;1;5;2;3;1;1;;Viin autoga kooli (isegi kui vahel harva);5;;5-10 minutit;Sest laste kool jääb lapsevanema töö marsruudile (või enamvähem);4;5;Rohkem aega;11-20 minutit;Kui me samal ajal välja ei läheks;5;31-45 minutit;4;Reguleerimata ülekäigurajad, Paljud täiskasvanud näitavad oma liikluskäitumisega lastele halba eeskuju;4;Liialt autosid;Ei pargi kooli juures;;;
